Date,Open,High,Low,Close,Volume,Adj Close
2015-10-09,32.349998,32.689999,31.99,32.52,11830400,32.52
2015-10-08,31.790001,32.50,31.73,32.369999,14245400,32.369999
2015-10-07,31.309999,31.99,31.209999,31.870001,12224800,31.870001
2015-10-06,30.790001,31.190001,30.66,30.959999,10963900,30.959999
2015-10-05,30.799999,31.200001,30.35,30.85,12883300,30.85
2015-10-02,28.620001,30.709999,28.43,30.709999,29250500,30.709999
2015-10-01,28.950001,29.00,28.440001,28.91,14467600,28.91
2015-09-30,28.65,29.110001,28.49,28.91,18317900,28.91
2015-09-29,28.58,29.23,27.85,28.26,41895400,28.26
2015-09-28,29.030001,29.219999,27.200001,27.60,49541300,27.60
2015-09-25,29.66,29.709999,28.91,29.129999,12817500,29.129999
2015-09-24,29.469999,29.57,28.85,29.34,19109900,29.34
2015-09-23,30.559999,30.57,29.629999,29.74,12755400,29.74
2015-09-22,30.780001,30.92,30.17,30.40,15614900,30.40
2015-09-21,31.200001,31.74,30.879999,31.17,18745000,31.17
2015-09-18,30.51,30.799999,30.41,30.74,20538300,30.74
2015-09-17,31.309999,31.33,30.809999,30.93,17094200,30.93
2015-09-16,31.139999,31.77,30.99,31.40,22179700,31.40
2015-09-15,29.719999,31.23,29.41,31.040001,25661600,31.040001
2015-09-14,30.68,30.92,30.00,30.32,22186900,30.32
2015-09-11,31.09,31.43,30.629999,31.43,14365400,31.43
2015-09-10,31.35,31.59,31.030001,31.15,14330900,31.15
2015-09-09,30.40,31.799999,30.35,31.52,47058500,31.52
2015-09-08,32.200001,32.830002,30.860001,30.90,26873900,30.90
2015-09-04,32.00,32.290001,31.440001,31.58,13854100,31.58
2015-09-03,31.860001,32.740002,31.799999,32.540001,13748900,32.540001
2015-09-02,32.009998,32.029999,31.379999,31.77,15688100,31.77
2015-09-01,31.49,32.099998,31.23,31.60,19903500,31.60
2015-08-31,32.91,32.990002,32.23,32.240002,13609000,32.240002
2015-08-28,33.32,33.57,32.93,33.139999,9366100,33.139999
2015-08-27,33.360001,33.77,32.950001,33.689999,19105100,33.689999
2015-08-26,32.459999,32.619999,31.110001,32.52,25414500,32.52
2015-08-25,32.98,33.029999,31.540001,31.74,15752300,31.74
2015-08-24,29.02,32.279999,29.00,31.309999,23163400,31.309999
2015-08-21,33.580002,34.02,32.91,32.93,18373600,32.93
2015-08-20,34.77,34.950001,33.869999,34.099998,15604400,34.099998
2015-08-19,35.669998,35.669998,35.029999,35.189999,8976700,35.189999
2015-08-18,35.779999,36.189999,35.599998,35.689999,11445300,35.689999
2015-08-17,36.240002,36.240002,35.77,36.099998,7933600,36.099998
2015-08-14,35.82,36.349998,35.720001,36.240002,12241100,36.240002
2015-08-13,35.080002,36.610001,34.82,35.93,28987700,35.93
2015-08-12,34.290001,34.77,33.849998,34.490002,31405700,34.490002
2015-08-11,36.740002,36.77,35.73,36.029999,13833200,36.029999
2015-08-10,36.869999,37.689999,36.869999,37.150002,11351400,37.150002
2015-08-07,36.52,36.759998,36.150002,36.669998,11845500,36.669998
2015-08-06,37.34,37.52,36.299999,36.459999,12299700,36.459999
2015-08-05,37.32,37.709999,37.23,37.25,6844000,37.25
2015-08-04,36.610001,37.209999,36.599998,37.119999,9051900,37.119999
2015-08-03,36.669998,36.98,36.369999,36.689999,9887300,36.689999
2015-07-31,37.560001,37.57,36.619999,36.669998,15446100,36.669998
2015-07-30,37.50,37.689999,37.299999,37.419998,9542700,37.419998
2015-07-29,37.919998,37.919998,37.380001,37.669998,10290600,37.669998
2015-07-28,37.639999,37.919998,37.27,37.720001,10333100,37.720001
2015-07-27,38.310001,38.310001,37.650002,37.84,12942700,37.84
2015-07-24,39.580002,39.580002,38.669998,38.849998,8590700,38.849998
2015-07-23,39.299999,39.779999,39.060001,39.209999,9267400,39.209999
2015-07-22,38.57,39.630001,38.259998,39.240002,17714800,39.240002
2015-07-21,39.610001,39.849998,39.349998,39.73,14861600,39.73
2015-07-20,39.98,39.98,39.259998,39.540001,14752100,39.540001
2015-07-17,39.189999,39.790001,38.93,39.68,14864300,39.68
2015-07-16,38.700001,38.959999,38.599998,38.91,8462400,38.91
2015-07-15,38.509998,38.799999,38.150002,38.380001,9147300,38.380001
2015-07-14,38.650002,39.029999,38.439999,38.630001,9506500,38.630001
2015-07-13,38.25,38.799999,38.099998,38.759998,8713200,38.759998
2015-07-10,38.349998,38.419998,37.779999,37.919998,10057600,37.919998
2015-07-09,38.23,38.68,37.52,37.610001,16909400,37.610001
2015-07-08,37.200001,37.490002,36.939999,37.23,20529200,37.23
2015-07-07,38.240002,38.380001,36.580002,38.23,19432500,38.23
2015-07-06,38.759998,39.119999,38.459999,38.610001,11803400,38.610001
2015-07-02,39.259998,39.639999,39.189999,39.380001,7713000,39.380001
2015-07-01,39.459999,39.779999,39.150002,39.330002,6398400,39.330002
2015-06-30,39.389999,39.650002,39.189999,39.290001,11258300,39.290001
2015-06-29,39.490002,39.779999,38.849998,38.91,12481300,38.91
2015-06-26,40.830002,40.869999,39.93,40.060001,16430900,40.060001
2015-06-25,41.099998,41.389999,40.900002,41.07,10776200,41.07
2015-06-24,40.68,41.23,40.580002,40.939999,11462200,40.939999
2015-06-23,40.740002,40.799999,40.509998,40.650002,6860600,40.650002
2015-06-22,40.66,40.889999,40.540001,40.73,6141500,40.73
2015-06-19,40.900002,40.93,40.369999,40.509998,11661500,40.509998
2015-06-18,41.040001,41.27,40.790001,40.91,10017600,40.91
2015-06-17,40.799999,41.52,40.779999,40.959999,11943100,40.959999
2015-06-16,40.349998,41.400002,40.02,40.639999,20454500,40.639999
2015-06-15,40.240002,40.669998,40.209999,40.470001,10876300,40.470001
2015-06-12,40.77,41.110001,40.459999,40.529999,9232700,40.529999
2015-06-11,42.09,42.209999,40.549999,40.939999,23695000,40.939999
2015-06-10,41.700001,42.310001,41.689999,42.060001,7943800,42.060001
2015-06-09,41.919998,41.950001,41.02,41.630001,11995200,41.630001
2015-06-08,42.720001,42.889999,42.00,42.009998,7625500,42.009998
2015-06-05,42.830002,43.259998,42.700001,42.810001,9831100,42.810001
2015-06-04,43.09,43.439999,42.759998,42.880001,10033400,42.880001
2015-06-03,43.299999,43.779999,42.98,43.209999,11893400,43.209999
2015-06-02,43.18,43.619999,42.919998,43.150002,8866500,43.150002
2015-06-01,43.049999,43.630001,42.91,43.349998,11152900,43.349998
2015-05-29,43.450001,43.59,42.810001,42.939999,10928000,42.939999
2015-05-28,43.060001,43.419998,42.93,43.07,9414000,43.07
2015-05-27,42.599998,43.439999,42.279999,43.380001,13686500,43.380001
2015-05-26,43.41,43.50,42.580002,42.849998,12796000,42.849998
2015-05-22,43.580002,44.00,43.470001,43.490002,10279400,43.490002
2015-05-21,43.060001,43.869999,43.049999,43.68,30404300,43.68
2015-05-20,42.279999,43.040001,42.16,42.790001,54530800,42.790001
2015-05-19,44.380001,44.66,39.119999,40.98,45363900,40.98
2015-05-18,44.52,44.57,44.040001,44.360001,9230000,44.360001
2015-05-15,45.00,45.07,44.689999,44.75,7768600,44.75
2015-05-14,44.529999,44.990002,44.450001,44.950001,10301800,44.950001
2015-05-13,44.029999,44.669998,43.98,44.400002,10987200,44.400002
2015-05-12,44.299999,44.310001,43.689999,43.84,14264800,43.84
2015-05-11,43.82,44.139999,43.59,43.599998,11509600,43.599998
2015-05-08,44.34,44.549999,44.00,44.09,15750200,44.09
2015-05-07,44.93,44.98,43.549999,43.869999,28213800,43.869999
2015-05-06,41.310001,41.73,41.209999,41.66,13976300,41.66
2015-05-05,41.860001,42.00,40.810001,41.299999,19377100,41.299999
2015-05-04,42.50,42.549999,41.830002,42.040001,14483800,42.040001
2015-05-01,42.549999,42.68,42.09,42.509998,10467600,42.509998
2015-04-30,43.119999,43.310001,42.259998,42.57,14257900,42.57
2015-04-29,43.880001,44.049999,43.09,43.279999,12712600,43.279999
2015-04-28,44.34,44.57,43.939999,44.34,7197100,44.34
2015-04-27,44.650002,45.099998,44.25,44.360001,10855400,44.360001
2015-04-24,43.73,44.709999,43.689999,44.52,11281100,44.52
2015-04-23,43.919998,44.060001,43.580002,43.700001,14298900,43.700001
2015-04-22,44.580002,44.849998,43.669998,43.98,32284300,43.98
2015-04-21,45.150002,45.18,44.450001,44.490002,18617900,44.490002
2015-04-20,44.73,44.91,44.41,44.66,10228700,44.66
2015-04-17,45.299999,45.439999,44.25,44.450001,13591600,44.450001
2015-04-16,45.82,46.130001,45.529999,45.779999,13833100,45.779999
2015-04-15,45.459999,45.830002,45.23,45.73,15039600,45.73
2015-04-14,44.82,45.639999,44.790001,45.529999,12365800,45.529999
2015-04-13,45.25,45.59,44.720001,44.77,8837300,44.77
2015-04-10,45.790001,45.790001,45.00,45.18,8436400,45.18
2015-04-09,45.700001,46.169998,45.16,45.630001,13678000,45.630001
2015-04-08,43.860001,45.189999,43.799999,45.169998,16071000,45.169998
2015-04-07,43.790001,44.220001,43.560001,43.610001,11382000,43.610001
2015-04-06,43.82,44.029999,43.610001,43.669998,10717000,43.669998
2015-04-02,44.240002,44.360001,43.68,44.150002,12229400,44.150002
2015-04-01,44.450001,44.599998,43.950001,44.130001,14722300,44.130001
2015-03-31,44.82,45.200001,44.419998,44.439999,10415500,44.439999
2015-03-30,45.360001,45.419998,44.82,44.950001,8884300,44.950001
2015-03-27,45.200001,45.669998,45.009998,45.099998,20563500,45.099998
2015-03-26,43.779999,44.669998,43.68,44.470001,16162900,44.470001
2015-03-25,44.59,44.93,44.130001,44.200001,14036900,44.200001
2015-03-24,44.639999,44.779999,44.279999,44.419998,7559100,44.419998
2015-03-23,45.25,45.540001,44.709999,44.720001,8268800,44.720001
2015-03-20,45.369999,45.580002,44.91,45.040001,14194200,45.040001
2015-03-19,44.900002,45.450001,44.810001,44.98,14758000,44.98
2015-03-18,43.580002,44.709999,43.43,44.669998,18919900,44.669998
2015-03-17,43.540001,44.16,43.459999,43.790001,9656200,43.790001
2015-03-16,42.93,43.880001,42.75,43.509998,11376400,43.509998
2015-03-13,42.84,42.98,42.439999,42.869999,9087000,42.869999
2015-03-12,42.700001,43.360001,42.580002,42.950001,8384800,42.950001
2015-03-11,42.77,42.990002,42.360001,42.50,10007300,42.50
2015-03-10,42.57,42.919998,42.18,42.68,10600700,42.68
2015-03-09,43.599998,43.93,42.669998,42.98,11801900,42.98
2015-03-06,43.98,44.240002,43.400002,43.439999,11888000,43.439999
2015-03-05,44.18,44.310001,43.50,44.16,11867700,44.16
2015-03-04,42.080002,44.380001,41.970001,43.990002,30098500,43.990002
2015-03-03,43.700001,43.950001,42.419998,42.619999,22392400,42.619999
2015-03-02,44.060001,44.43,43.700001,44.110001,11027300,44.110001
2015-02-27,44.380001,44.57,44.049999,44.279999,10044200,44.279999
2015-02-26,44.599998,44.759998,44.259998,44.450001,9223800,44.450001
2015-02-25,43.209999,44.720001,43.209999,44.43,17922900,44.43
2015-02-24,43.450001,43.52,42.91,43.380001,9797500,43.380001
2015-02-23,43.990002,43.990002,43.419998,43.529999,12129100,43.529999
2015-02-20,44.299999,44.360001,43.759998,44.110001,12036200,44.110001
2015-02-19,43.650002,44.419998,43.50,44.369999,13301000,44.369999
2015-02-18,43.560001,43.82,43.299999,43.650002,10410700,43.650002
2015-02-17,44.369999,44.540001,43.349998,43.529999,12798400,43.529999
2015-02-13,44.119999,44.59,44.00,44.419998,13785800,44.419998
2015-02-12,43.07,44.16,42.860001,43.93,18158200,43.93
2015-02-11,43.18,43.259998,42.759998,42.959999,9791100,42.959999
2015-02-10,42.900002,43.18,42.66,43.07,12160800,43.07
2015-02-09,42.610001,43.150002,42.540001,42.57,15507600,42.57
2015-02-06,43.57,43.66,42.669998,42.939999,16005100,42.939999
2015-02-05,44.080002,44.259998,43.029999,43.549999,18414500,43.549999
2015-02-04,44.799999,44.98,43.880001,44.049999,16281400,44.049999
2015-02-03,45.099998,45.25,44.380001,44.700001,16985900,44.700001
2015-02-02,44.43,44.759998,43.880001,44.689999,20305700,44.689999
2015-01-30,43.75,44.849998,43.509998,43.990002,36033600,43.990002
2015-01-29,43.560001,43.799999,41.799999,43.73,74370100,43.73
2015-01-28,49.799999,50.32,46.299999,46.459999,84839700,46.459999
2015-01-27,49.139999,49.279999,47.66,47.990002,45777200,47.990002
2015-01-26,49.57,49.790001,49.07,49.439999,18976400,49.439999
2015-01-23,48.740002,49.23,48.630001,48.950001,14294300,48.950001
2015-01-22,48.43,49.080002,48.009998,48.889999,12647400,48.889999
2015-01-21,47.599998,48.380001,47.32,48.18,16305100,48.18
2015-01-20,46.790001,47.889999,46.77,47.630001,15845900,47.630001
2015-01-16,46.060001,46.59,45.849998,46.470001,14681800,46.470001
2015-01-15,47.540001,47.75,46.200001,46.23,17126000,46.23
2015-01-14,47.700001,48.09,47.07,47.509998,15911600,47.509998
2015-01-13,49.150002,49.48,47.400002,48.299999,21605200,48.299999
2015-01-12,49.919998,49.93,48.560001,48.799999,10170700,48.799999
2015-01-09,50.279999,50.41,49.619999,49.720001,7462800,49.720001
2015-01-08,48.990002,50.23,48.720001,50.23,14704800,50.23
2015-01-07,49.619999,49.639999,48.509998,48.59,11788000,48.59
2015-01-06,49.200001,49.880001,48.330002,49.209999,16204300,49.209999
2015-01-05,49.709999,49.880001,48.91,49.130001,14389300,49.130001
2015-01-02,50.66,50.779999,49.470001,50.169998,11924500,50.169998
