code,name,trade,percent,category,tilte1,tilte2
600739,辽宁成大,18.00,-1.316,地方国资改革;融资融券;页岩气,,
600062,华润双鹤,23.61,-1.337,央企国资改革;医疗改革;融资融券,,
000568,泸州老窖,33.90,-1.339,地方国资改革;收入改革;融资融券,,
002128,露天煤业,8.78,-1.348,央企国资改革;融资融券;光伏概念,,
600894,广日股份,13.80,-1.358,地方国资改革;三旧改造;融资融券,,
600100,同方股份,13.72,-1.366,央企国资改革;融资融券;地沟油概念,,
600970,中材国际,7.22,-1.366,央企国资改革;央企控股;融资融券,,
002544,杰赛科技,28.86,-1.367,央企国资改革;WIFI;信息消费,,
601992,金隅股份,4.33,-1.367,地方国资改革;北京国资改革;棚户区改造,,
000800,一汽轿车,11.29,-1.397,央企国资改革;央企整合;央企控股,,
600575,皖江物流,5.64,-1.399,地方国资改革;融资融券;并购重组,,
600064,南京高科,16.86,-1.404,地方国资改革;南京国资改革;金改,,
000423,东阿阿胶,53.26,-1.407,央企国资改革;医疗改革;央企整合,,
600037,歌华有线,15.39,-1.409,地方国资改革;融资融券;互联网+,,
600026,中远海能,6.98,-1.412,央企国资改革;央企整合;央企控股,,
000402,金融街,10.38,-1.425,地方国资改革;北京国资改革;融资融券,,
